Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
10/01/2019 à 19:21;11/01/2019 à 01:39;

   Chiffre d'Affaires TTC;664,20 €   
   Chiffre d'Affaires HT;562,24 €   
   TVA Collecté;101,96 €   
   Total Marge HT;562,25 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;60   
   Nombre de produits vendus;109   
   Ticket moyen TTC;11,07 €   
   Nombre moyen de produits / Ticket;1,8   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;97;91,49 €   ;457,21;548,70 €   
TVA Vente 10%;10 %;12;10,47 €   ;105,03;115,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;365,70 €;0,00 €;365,70 €;28
Espèces;298,50 €;0,00 €;298,50 €;33
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;1,000;5,00;4,55
Blanche des neige Demi;3,000;13,50;11,25
Blanche neige PINTE;1,000;7,00;5,83
Cabotinage DEMI;11,000;38,50;32,08
Cabotinage PINTE;34,000;197,20;164,33
Cidre DEMI;9,000;40,50;33,75
Cidre PINTE;2,000;14,00;11,67
Côte du Rhône;9,000;45,00;37,50
Drac;2,000;8,00;6,67
Eau Gazeuse/Plate;1,000;2,50;2,27
Fromages;1,000;11,00;10,00
Gascogne;2,000;10,00;8,33
Gravel;1,000;5,00;4,55
Kir;1,000;7,00;5,83
Lever de Rideau;1,000;8,00;6,67
Luberon;1,000;6,50;5,42
Madiran;3,000;19,50;16,25
Mixte;4,000;60,00;54,55
Mont d'or petit;1,000;13,00;11,82
Patinoire;2,000;16,00;13,33
Pietra DEMI;2,000;13,00;10,83
Pietra PINTE;2,000;18,80;15,67
Poiré;3,000;19,50;16,25
Sodas;2,000;8,00;7,27
Végan;1,000;11,00;10,00
Velouté;1,000;6,50;5,42
Vertigo demi;2,000;11,00;9,17
Vertigo Pinte;6,000;49,20;41,00

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;3,000;19,50;16,25
Bières pression;72,000;402,70;335,58
Boisson chaudes;1,000;5,00;4,55
Cocktails;4,000;31,00;25,83
Planches;8,000;101,50;91,78
Softs;4,000;15,50;14,09
Vins;17,000;89,00;74,17

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;101,000;562,70;470,47
En-cas;8,000;101,50;91,78

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;109,000;76;664,20;562,25;0,00
