Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
29/01/2019 à 17:34;30/01/2019 à 00:28;

   Chiffre d'Affaires TTC;176,50 €   
   Chiffre d'Affaires HT;148,81 €   
   TVA Collecté;27,69 €   
   Total Marge HT;148,80 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;22   
   Nombre de produits vendus;33   
   Ticket moyen TTC;8,02 €   
   Nombre moyen de produits / Ticket;1,5   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;28;25,61 €   ;127,89;153,50 €   
TVA Vente 10%;10 %;5;2,08 €   ;20,92;23,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;34,60 €;0,00 €;34,60 €;5
Carte Bancaire;141,90 €;0,00 €;141,90 €;18
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;1,000;5,00;4,55
Blanche des neige Demi;2,000;9,00;7,50
Cabotinage DEMI;1,000;3,50;2,92
Cabotinage HH;6,000;24,00;20,00
Cabotinage PINTE;8,000;46,40;38,67
Cidre DEMI;1,000;4,50;3,75
Cidre HH;1,000;5,20;4,33
Eau Gazeuse/Plate;1,000;2,50;2,27
Echauffement;1,000;7,00;5,83
Gravel;1,000;5,00;4,55
Hymne;1,000;6,00;5,00
Jus framboise;1,000;4,00;3,64
Long Form;1,000;6,50;5,91
Petrus;2,000;13,00;10,83
Pietra DEMI;2,000;13,00;10,83
Vertigo demi;1,000;5,50;4,58
Vertigo Pinte;2,000;16,40;13,67

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;2,000;13,00;10,83
Bières pression;17,000;98,30;81,92
Boisson chaudes;3,000;18,00;15,38
Cocktails;1,000;6,50;5,91
happy hour;7,000;29,20;24,33
Softs;3,000;11,50;10,45

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;33,000;176,50;148,83

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;33,000;29;176,50;148,83;0,00
