Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
13/01/2019 à 17:13;14/01/2019 à 13:37;

   Chiffre d'Affaires TTC;359,00 €   
   Chiffre d'Affaires HT;307,20 €   
   TVA Collecté;51,80 €   
   Total Marge HT;307,21 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;44   
   Nombre de produits vendus;67   
   Ticket moyen TTC;8,16 €   
   Nombre moyen de produits / Ticket;1,5   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;48;42,24 €   ;211,26;253,50 €   
TVA Vente 10%;10 %;19;9,56 €   ;95,94;105,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;174,50 €;0,00 €;174,50 €;28
Carte Bancaire;184,50 €;0,00 €;184,50 €;16
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanche des neige Demi;2,000;9,00;7,50
Cabotinage DEMI;9,000;31,50;26,25
Cabotinage PINTE;7,000;40,60;33,83
Cidre PINTE;3,000;21,00;17,50
Côte du Rhône;1,000;5,00;4,17
Desperados;2,000;14,00;11,67
Eau Gazeuse/Plate;3,000;7,50;6,82
Gascogne;9,000;45,00;37,50
Gravel;4,000;20,00;18,18
Hymne;1,000;6,00;5,00
Jus Pomme;3,000;12,00;10,91
Kir;2,000;14,00;11,67
Madeleine;1,000;2,00;1,82
Mixte;3,000;45,00;40,91
Monaco;1,000;6,50;5,42
Pietra DEMI;3,000;19,50;16,25
Pietra PINTE;1,000;9,40;7,83
Porto;3,000;12,00;10,00
Shots 1;1,000;3,50;2,92
Sodas;4,000;16,00;14,55
Thé;1,000;3,00;2,73
Vertigo demi;3,000;16,50;13,75

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;3,000;12,00;10,00
Bières bouteille;2,000;14,00;11,67
Bières pression;28,000;147,50;122,92
Boisson chaudes;2,000;9,00;7,73
Cocktails;4,000;24,00;20,00
en cas;1,000;2,00;1,82
Planches;3,000;45,00;40,91
Softs;14,000;55,50;50,45
Vins;10,000;50,00;41,67

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;63,000;312,00;264,43
En-cas;4,000;47,00;42,73

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;67,000;58;359,00;307,16;0,00
