Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
29/11/2018 à 18:32;30/11/2018 à 01:37;

   Chiffre d'Affaires TTC;818,10 €   
   Chiffre d'Affaires HT;699,08 €   
   TVA Collecté;119,02 €   
   Total Marge HT;699,04 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;100   
   Nombre de produits vendus;140   
   Ticket moyen TTC;8,18 €   
   Nombre moyen de produits / Ticket;1,4   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;94;98,19 €   ;490,41;588,60 €   
TVA Vente 10%;10 %;46;20,83 €   ;208,67;229,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;457,10 €;0,00 €;457,10 €;57
Espèces;361,00 €;0,00 €;361,00 €;44
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;2,000;10,00;9,09
Blanche neige PINTE;8,000;56,00;46,67
Bol saucisson;1,000;4,00;3,33
Cabotinage DEMI;4,000;14,00;11,67
Cabotinage HH;3,000;12,00;10,00
Cabotinage PINTE;23,000;133,40;111,17
Chateau Rouge;2,000;14,00;11,67
Cidre DEMI;2,000;9,00;7,50
Cidre PINTE;13,000;91,00;75,83
Cote de provence verre;3,000;18,00;15,00
Côte du Rhône;2,000;10,00;8,33
Drac;2,000;8,00;6,67
Eau Gazeuse/Plate;3,000;7,50;6,82
Festival;3,000;24,00;20,00
Fromages;1,000;11,00;10,00
Gascogne;5,000;25,00;20,83
Gravel;2,000;10,00;9,09
Grimbergen;1,000;6,50;5,42
Hymne;1,000;6,00;5,00
Jus Pomme;5,000;20,00;18,18
Long Form;8,000;52,00;47,27
Long Form HH;1,000;5,50;5,00
Madiran;1,000;6,50;5,42
Mini From;1,000;7,00;6,36
Mont d'or petit;2,000;26,00;23,64
Pastis;1,000;6,00;5,00
Patinoire;3,000;24,00;20,00
Pietra DEMI;1,000;6,50;5,42
Pietra PINTE;3,000;28,20;23,50
Scène;5,000;27,50;25,00
Scene HH;1,000;4,50;4,09
Shots 1;2,000;7,00;5,83
Shots 5;1,000;12,00;10,00
Sodas;8,000;32,00;29,09
Sup. Sirop;5,000;2,50;2,27
Thé;1,000;3,00;2,73
Végan;1,000;11,00;10,00
Vertigo demi;1,000;5,50;4,58
Vertigo HH;2,000;12,80;10,67
Vertigo Pinte;6,000;49,20;41,00

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;1,000;6,00;5,00
Bières bouteille;3,000;20,50;17,08
Bières pression;61,000;392,80;327,33
Boisson chaudes;4,000;19,00;16,82
Cocktails;22,000;146,50;128,11
happy hour;7,000;34,80;29,76
Planches;6,000;59,00;53,33
Softs;23,000;72,00;65,45
Vins;13,000;67,50;56,25

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;134,000;759,10;645,80
En-cas;6,000;59,00;53,33

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;140,000;140;818,10;699,14;0,00
