Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
01/11/2018 à 18:08;01/11/2018 à 23:39;

   Chiffre d'Affaires TTC;333,30 €   
   Chiffre d'Affaires HT;282,02 €   
   TVA Collecté;51,28 €   
   Total Marge HT;282,02 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;39   
   Nombre de produits vendus;59   
   Ticket moyen TTC;8,55 €   
   Nombre moyen de produits / Ticket;1,5   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;46;46,16 €   ;230,64;276,80 €   
TVA Vente 10%;10 %;13;5,12 €   ;51,38;56,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;90,00 €;0,00 €;90,00 €;14
Carte Bancaire;243,30 €;0,00 €;243,30 €;25
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Bol saucisson;1,000;4,00;3,33
Cabotinage DEMI;6,000;21,00;17,50
Cabotinage HH;4,000;16,00;13,33
Cabotinage PINTE;5,000;29,00;24,17
Cidre DEMI;2,000;9,00;7,50
Cidre HH;2,000;10,40;8,67
Cidre PINTE;1,000;7,00;5,83
Eau Gazeuse/Plate;2,000;5,00;4,55
Echauffement;1,000;7,00;5,83
Festival;2,000;16,00;13,33
Festival HH;1,000;6,20;5,17
Gravel;2,000;10,00;9,09
improvibar alcool HH;7,000;46,90;39,08
Jus Pomme;4,000;16,00;14,55
Kir breton;1,000;7,00;5,83
Long Form HH;1,000;5,50;5,00
Mixte;1,000;15,00;13,64
Oliphant DEMI;2,000;11,00;9,17
Oliphant PINTE;1,000;8,20;6,83
Patinoire;3,000;24,00;20,00
Patinoire HH;1,000;6,20;5,17
Petrus;1,000;6,50;5,42
Pietra DEMI;2,000;13,00;10,83
Pietra PINTE;1,000;9,40;7,83
Sodas;1,000;4,00;3,64
Sup. Sirop;2,000;1,00;0,91
Thème Alcool;2,000;19,00;15,83

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;1,000;6,50;5,42
Bières pression;20,000;107,60;89,67
Boisson chaudes;1,000;7,00;5,83
Cocktails;8,000;66,00;55,00
happy hour;16,000;91,20;76,42
Planches;2,000;19,00;16,97
Softs;11,000;36,00;32,73

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;57,000;314,30;265,06
En-cas;2,000;19,00;16,97

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;59,000;59;333,30;282,03;0,00
