Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
14/11/2018 à 18:41;15/11/2018 à 01:10;

   Chiffre d'Affaires TTC;785,30 €   
   Chiffre d'Affaires HT;657,05 €   
   TVA Collecté;128,25 €   
   Total Marge HT;656,92 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;80   
   Nombre de produits vendus;124   
   Ticket moyen TTC;9,82 €   
   Nombre moyen de produits / Ticket;1,6   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;116;125,02 €   ;624,78;749,80 €   
TVA Vente 10%;10 %;8;3,23 €   ;32,27;35,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;509,10 €;0,00 €;509,10 €;43
Espèces;276,20 €;0,00 €;276,20 €;37
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanche des neige Demi;1,000;4,50;3,75
Blanche neige PINTE;1,000;7,00;5,83
Bordolino rosé VERRE;1,000;3,00;2,50
Cabotinage DEMI;12,000;42,00;35,00
Cabotinage HH;6,000;24,00;20,00
Cabotinage PINTE;12,000;69,60;58,00
Cidre DEMI;9,000;40,50;33,75
Cidre HH;2,000;10,40;8,67
Cidre PINTE;14,000;98,00;81,67
Cidre Val de Rance 33cl;3,000;15,00;12,50
Eau Gazeuse/Plate;1,000;2,50;2,27
Festival;1,000;8,00;6,67
Gascogne;1,000;5,00;4,17
Jus pomme HH;1,000;3,00;2,73
Madeleine;1,000;2,00;1,82
Madiran;2,000;13,00;10,83
Mini From;2,000;14,00;12,73
Mini Végan;1,000;7,00;6,36
Oliphant;1,000;8,00;6,67
Oliphant DEMI;1,000;5,50;4,58
Oliphant PINTE;18,000;147,60;123,00
Petrus;1,000;6,50;5,42
Pietra DEMI;4,000;26,00;21,67
Pietra HH;1,000;7,60;6,33
Pietra PINTE;11,000;103,40;86,17
Rhum Zacapa;1,000;13,00;10,83
Sodas;1,000;4,00;3,64
Sodas HH;1,000;3,00;2,73
Vertigo demi;2,000;11,00;9,17
Vertigo HH;5,000;32,00;26,67
Vertigo Pinte;6,000;49,20;41,00

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;1,000;13,00;10,83
Bières bouteille;5,000;29,50;24,58
Bières pression;91,000;604,30;503,58
Cocktails;1,000;8,00;6,67
en cas;1,000;2,00;1,82
happy hour;16,000;80,00;67,12
Planches;3,000;21,00;19,09
Softs;2,000;6,50;5,91
Vins;4,000;21,00;17,50

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;120,000;762,30;636,20
En-cas;4,000;23,00;20,91

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;124,000;124;785,30;657,10;0,00
