Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
09/12/2018 à 14:01;10/12/2018 à 00:31;

   Chiffre d'Affaires TTC;568,80 €   
   Chiffre d'Affaires HT;487,09 €   
   TVA Collecté;81,71 €   
   Total Marge HT;487,08 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;65   
   Nombre de produits vendus;99   
   Ticket moyen TTC;8,75 €   
   Nombre moyen de produits / Ticket;1,5   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;63;66,05 €   ;330,25;396,30 €   
TVA Vente 10%;10 %;36;15,66 €   ;156,84;172,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;245,30 €;0,00 €;245,30 €;34
Carte Bancaire;323,50 €;0,00 €;323,50 €;31
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanche des neige Demi;1,000;4,50;3,75
Blanche neige PINTE;1,000;7,00;5,83
Bol saucisson;1,000;4,00;3,33
Cabotinage DEMI;6,000;21,00;17,50
Cabotinage PINTE;9,000;52,20;43,50
Chimay;1,000;7,50;6,25
Cidre DEMI;8,000;36,00;30,00
Desperados;1,000;7,00;5,83
Eau Gazeuse/Plate;6,000;15,00;13,64
Festival;1,000;8,00;6,67
Gascogne;4,000;20,00;16,67
Hymne;1,000;6,00;5,00
Jack Daniels;1,000;7,00;5,83
Jus Pomme;6,000;24,00;21,82
kazoo plastique;2,000;7,00;5,83
Long Form;1,000;6,50;5,91
Madiran;3,000;19,50;16,25
Mini From;1,000;7,00;6,36
Mini Végan;2,000;14,00;12,73
Mixte;2,000;30,00;27,27
Mont d'or petit;1,000;13,00;11,82
Pastis;1,000;6,00;5,00
Patinoire;1,000;8,00;6,67
Pietra DEMI;4,000;26,00;21,67
Pietra HH;1,000;7,60;6,33
Pietra PINTE;3,000;28,20;23,50
Sodas;9,000;36,00;32,73
Sup. Sirop;2,000;1,00;0,91
Thé;5,000;15,00;13,64
Végan;1,000;11,00;10,00
Vertigo demi;2,000;11,00;9,17
Vertigo Pinte;4,000;32,80;27,33
Whisky R.Burns;7,000;70,00;58,33

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;9,000;83,00;69,17
Bières bouteille;2,000;14,50;12,08
Bières pression;38,000;218,70;182,25
Boisson chaudes;6,000;21,00;18,64
Cocktails;3,000;22,50;19,24
happy hour;1,000;7,60;6,33
Planches;8,000;79,00;71,52
Softs;23,000;76,00;69,09
Vins;7,000;39,50;32,92
Z - goodies;2,000;7,00;5,83

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;89,000;482,80;409,72
En-cas;8,000;79,00;71,52
non consommable;2,000;7,00;5,83

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;99,000;99;568,80;487,07;0,00
