Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
15/12/2018 à 17:33;16/12/2018 à 01:45;

   Chiffre d'Affaires TTC;1161,70 €   
   Chiffre d'Affaires HT;982,74 €   
   TVA Collecté;178,96 €   
   Total Marge HT;982,71 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;111   
   Nombre de produits vendus;186   
   Ticket moyen TTC;10,47 €   
   Nombre moyen de produits / Ticket;1,7   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;153;161,44 €   ;807,26;968,70 €   
TVA Vente 10%;10 %;33;17,52 €   ;175,48;193,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;648,90 €;0,00 €;648,90 €;48
Espèces;512,80 €;0,00 €;512,80 €;63
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;2,000;10,00;9,09
Blanche des neige Demi;2,000;9,00;7,50
Blanche neige PINTE;3,000;21,00;17,50
Bol saucisson;2,000;8,00;6,67
Bombay Sapphir;1,000;6,50;5,42
Cabaret;1,000;8,00;6,67
Cabotinage DEMI;17,000;59,50;49,58
Cabotinage HH;4,000;16,00;13,33
Cabotinage PINTE;22,000;127,60;106,33
Chimay;1,000;7,50;6,25
Cidre Val de Rance 33cl;3,000;15,00;12,50
Côte du Rhône;4,000;20,00;16,67
Desperados;1,000;7,00;5,83
Drac;7,000;28,00;23,33
Eau Gazeuse/Plate;5,000;12,50;11,36
Festival;1,000;8,00;6,67
Gascogne;24,000;120,00;100,00
Gravel;1,000;5,00;4,55
Jus Pomme;3,000;12,00;10,91
Kir;3,000;21,00;17,50
Luberon;5,000;32,50;27,08
Luberon bouteille;3,000;96,00;80,00
Madiran;4,000;26,00;21,67
Martini;2,000;10,00;8,33
Mini Végan;1,000;7,00;6,36
Mixte;4,000;60,00;54,55
Patinoire;1,000;8,00;6,67
Petrus;3,000;19,50;16,25
Pietra DEMI;4,000;26,00;21,67
Pietra HH;2,000;15,20;12,67
Pietra PINTE;5,000;47,00;39,17
Rhum Krakren;1,000;10,00;8,33
Scene HH;1,000;4,50;4,09
Sodas;7,000;28,00;25,45
Sup. Sirop;2,000;1,00;0,91
Telenn Du;1,000;7,50;6,25
Thé;3,000;9,00;8,18
Végan;4,000;44,00;40,00
Vertigo demi;9,000;49,50;41,25
Vertigo Pinte;17,000;139,40;116,17

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;4,000;26,50;22,08
Bières bouteille;9,000;56,50;47,08
Bières pression;79,000;479,00;399,17
Boisson chaudes;5,000;19,00;17,27
Cocktails;6,000;45,00;37,50
happy hour;7,000;35,70;30,09
Planches;11,000;119,00;107,58
Softs;18,000;58,50;53,18
Vins;47,000;322,50;268,75

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;175,000;1042,70;875,13
En-cas;11,000;119,00;107,58

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;186,000;156;1161,70;982,70;0,00
