Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
20/12/2018 à 15:40;21/12/2018 à 13:51;

   Chiffre d'Affaires TTC;525,20 €   
   Chiffre d'Affaires HT;444,76 €   
   TVA Collecté;80,44 €   
   Total Marge HT;444,72 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;66   
   Nombre de produits vendus;90   
   Ticket moyen TTC;7,96 €   
   Nombre moyen de produits / Ticket;1,4   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;73;71,92 €   ;359,28;431,20 €   
TVA Vente 10%;10 %;17;8,52 €   ;85,48;94,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;289,00 €;0,00 €;289,00 €;31
Espèces;236,20 €;0,00 €;236,20 €;35
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;4,000;20,00;18,18
Bol saucisson;2,000;8,00;6,67
Cabotinage DEMI;7,000;24,50;20,42
Cabotinage HH;1,000;4,00;3,33
Cabotinage PINTE;10,000;58,00;48,33
Cidre DEMI;8,000;36,00;30,00
Cidre HH;4,000;20,80;17,33
Cidre PINTE;8,000;56,00;46,67
Côte du Rhône;1,000;5,00;4,17
Desperados;6,000;42,00;35,00
Féond;1,000;8,50;7,08
Gascogne;2,000;10,00;8,33
Hymne;1,000;6,00;5,00
Jus pomme HH;2,000;6,00;5,45
Long Form;1,000;6,50;5,91
Luberon;1,000;6,50;5,42
Madeleine;1,000;2,00;1,82
Mini Char;1,000;8,00;7,27
Mini Végan;1,000;7,00;6,36
Pietra DEMI;2,000;13,00;10,83
Pietra HH;1,000;7,60;6,33
Pietra PINTE;5,000;47,00;39,17
Poiré;3,000;19,50;16,25
Shots 1;4,000;14,00;11,67
Sodas;2,000;8,00;7,27
Sup. Sirop;1,000;0,50;0,45
Thé;1,000;3,00;2,73
Végan;3,000;33,00;30,00
Velouté;1,000;6,50;5,42
Vertigo demi;1,000;5,50;4,58
Vertigo Pinte;4,000;32,80;27,33

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;10,000;70,00;58,33
Bières pression;45,000;272,80;227,33
Boisson chaudes;6,000;29,00;25,91
Cocktails;5,000;20,50;17,58
en cas;1,000;2,00;1,82
happy hour;8,000;38,40;32,45
Planches;8,000;62,50;55,72
Softs;3,000;8,50;7,73
Vins;4,000;21,50;17,92

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;81,000;460,70;387,25
En-cas;9,000;64,50;57,54

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;90,000;83;525,20;444,79;0,00
