Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
18/12/2018 à 17:56;19/12/2018 à 00:46;

   Chiffre d'Affaires TTC;713,30 €   
   Chiffre d'Affaires HT;608,03 €   
   TVA Collecté;105,27 €   
   Total Marge HT;608,05 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;97   
   Nombre de produits vendus;125   
   Ticket moyen TTC;7,35 €   
   Nombre moyen de produits / Ticket;1,3   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;93;88,91 €   ;443,89;532,80 €   
TVA Vente 10%;10 %;32;16,36 €   ;164,14;180,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;293,40 €;0,00 €;293,40 €;47
Carte Bancaire;419,90 €;0,00 €;419,90 €;51
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Applaudissement;1,000;5,00;4,55
Blanche des neige Demi;2,000;9,00;7,50
Blanche des neige Pinte HH;3,000;15,60;13,00
Blanche neige PINTE;5,000;35,00;29,17
Bol saucisson;3,000;12,00;10,00
Cabotinage DEMI;5,000;17,50;14,58
Cabotinage HH;9,000;36,00;30,00
Cabotinage PINTE;15,000;87,00;72,50
Cidre DEMI;10,000;45,00;37,50
Cidre HH;2,000;10,40;8,67
Cidre PINTE;4,000;28,00;23,33
Côte du Rhône;2,000;10,00;8,33
Eau Gazeuse/Plate;4,000;10,00;9,09
Gascogne;5,000;25,00;20,83
Gravel;2,000;10,00;9,09
Hymne;1,000;6,00;5,00
Jus Pomme;3,000;12,00;10,91
Jus pomme HH;1,000;3,00;2,73
Long Form;1,000;6,50;5,91
Madiran;2,000;13,00;10,83
Martini;1,000;5,00;4,17
Mini Char;1,000;8,00;7,27
Mini From;1,000;7,00;6,36
Mixte;3,000;45,00;40,91
Monaco;2,000;13,00;10,83
Mont d'or petit;1,000;13,00;11,82
Pietra HH;6,000;45,60;38,00
Pietra PINTE;3,000;28,20;23,50
Pineau des charentes;1,000;6,00;5,00
Poiré;4,000;26,00;21,67
Rhum Krakren;1,000;10,00;8,33
Scene HH;1,000;4,50;4,09
Sodas;4,000;16,00;14,55
Sodas HH;3,000;9,00;8,18
Sup. Sirop;1,000;0,50;0,45
Thé;3,000;9,00;8,18
Végan;2,000;22,00;20,00
Velouté;2,000;13,00;10,83
Vertigo demi;1,000;5,50;4,58
Vertigo HH;1,000;6,40;5,33
Vertigo Pinte;3,000;24,60;20,50

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;2,000;15,00;12,50
Bières bouteille;4,000;26,00;21,67
Bières pression;48,000;279,80;233,17
Boisson chaudes;5,000;20,00;17,73
Cocktails;3,000;19,50;16,74
happy hour;26,000;130,50;110,00
Planches;13,000;120,00;107,20
Softs;14,000;48,50;44,09
Vins;10,000;54,00;45,00

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;112,000;593,30;500,89
En-cas;13,000;120,00;107,20

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;125,000;116;713,30;608,09;0,00
