Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
10/10/2018 à 20:16;10/10/2018 à 23:29;

   Chiffre d'Affaires TTC;188,10 €   
   Chiffre d'Affaires HT;158,83 €   
   TVA Collecté;29,27 €   
   Total Marge HT;158,83 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;25   
   Nombre de produits vendus;34   
   Ticket moyen TTC;7,52 €   
   Nombre moyen de produits / Ticket;1,4   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;27;26,78 €   ;133,82;160,60 €   
TVA Vente 10%;10 %;7;2,49 €   ;25,01;27,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;126,60 €;0,00 €;126,60 €;15
Espèces;61,50 €;0,00 €;61,50 €;10
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Bordolino rosé VERRE;1,000;3,00;2,50
Cabotinage DEMI;4,000;14,00;11,67
Cabotinage PINTE;13,000;75,40;62,83
Eau Gazeuse/Plate;1,000;2,50;2,27
Gravel;2,000;9,00;8,18
Jus Pomme;2,000;8,00;7,27
Oliphant PINTE;2,000;16,40;13,67
Pietra DEMI;2,000;13,00;10,83
Pietra PINTE;1,000;9,80;8,17
Sodas;2,000;8,00;7,27
Sphinx HH;2,000;10,00;8,33
Thème Alcool;2,000;19,00;15,83

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières pression;22,000;128,60;107,17
Cocktails;2,000;19,00;15,83
Softs;7,000;27,50;25,00
Vins;1,000;3,00;2,50

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;34,000;188,10;158,83

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;34,000;34;188,10;158,83;0,00
