Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
05/10/2018 à 18:25;06/10/2018 à 01:23;

   Chiffre d'Affaires TTC;488,00 €   
   Chiffre d'Affaires HT;409,94 €   
   TVA Collecté;78,06 €   
   Total Marge HT;409,92 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;44   
   Nombre de produits vendus;81   
   Ticket moyen TTC;11,09 €   
   Nombre moyen de produits / Ticket;1,8   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;75;74,17 €   ;370,83;445,00 €   
TVA Vente 10%;10 %;6;3,89 €   ;39,11;43,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;277,60 €;0,00 €;277,60 €;27
Carte Bancaire;210,40 €;0,00 €;210,40 €;17
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
BAP BAP Vertigo;1,000;7,50;6,25
Bordolino rosé VERRE;6,000;18,00;15,00
Cabotinage DEMI;6,000;21,00;17,50
Cabotinage HH;2,000;8,00;6,67
Cabotinage PINTE;26,000;150,80;125,67
Cidre PINTE;2,000;14,00;11,67
Festival;2,000;16,00;14,55
Jus Pomme;2,000;8,00;7,27
Mixte;1,000;15,00;13,64
Oliphant DEMI;2,000;11,00;9,17
Patinoire;2,000;15,00;12,50
Pietra DEMI;3,000;19,50;16,25
Pietra PINTE;6,000;58,80;49,00
Sodas;1,000;4,00;3,64
Sphinx;2,000;9,00;7,50
Sphinx PINTE;2,000;14,40;12,00
Thème Alcool;4,000;38,00;31,67
Valençay rouge VERRE;10,000;50,00;41,67
Whisky R.Burns;1,000;10,00;8,33

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;1,000;10,00;8,33
Bières bouteille;1,000;7,50;6,25
Bières pression;49,000;298,50;248,75
Cocktails;8,000;69,00;58,71
Planches;1,000;15,00;13,64
Softs;3,000;12,00;10,91
Vins;16,000;68,00;56,67

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;80,000;473,00;396,29
En-cas;1,000;15,00;13,64

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;81,000;81;488,00;409,92;0,00
