Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
26/10/2018 à 19:17;27/10/2018 à 01:47;

   Chiffre d'Affaires TTC;938,80 €   
   Chiffre d'Affaires HT;793,49 €   
   TVA Collecté;145,31 €   
   Total Marge HT;793,35 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;79   
   Nombre de produits vendus;135   
   Ticket moyen TTC;11,88 €   
   Nombre moyen de produits / Ticket;1,7   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;114;131,95 €   ;659,85;791,80 €   
TVA Vente 10%;10 %;21;13,36 €   ;133,64;147,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Carte Bancaire;584,70 €;0,00 €;584,70 €;43
Espèces;354,10 €;0,00 €;354,10 €;37
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
-25;2,000;40,00;33,33
BapBap;2,000;14,00;11,67
Cabotinage DEMI;14,000;49,00;40,83
Cabotinage HH;1,000;4,00;3,33
Cabotinage PINTE;26,000;150,80;125,67
Charcuterie;1,000;13,00;11,82
Cidre DEMI;5,000;22,50;18,75
Cidre PINTE;8,000;56,00;46,67
Côte du Rhône;4,000;20,00;16,67
Desperados;5,000;35,00;29,17
Eau Gazeuse/Plate;4,000;10,00;9,09
Festival;1,000;8,00;6,67
Fromages;1,000;11,00;10,00
Gascogne;1,000;5,00;4,17
Gascogne bouteille;1,000;25,00;20,83
Grimbergen;1,000;6,50;5,42
Jus Pomme;1,000;4,00;3,64
Lever de Rideau;1,000;8,00;6,67
Long Form;1,000;6,50;5,91
Madiran;2,000;13,00;10,83
Mixte;4,000;60,00;54,55
Mont d'or petit;1,000;13,00;11,82
Oliphant DEMI;2,000;11,00;9,17
Oliphant PINTE;11,000;90,20;75,17
Patinoire;3,000;24,00;20,00
Pietra DEMI;1,000;6,50;5,42
Pietra PINTE;17,000;159,80;133,17
Scène;3,000;16,50;15,00
Shots 1;2,000;7,00;5,83
Shots 5;1,000;12,00;10,00
Sodas;3,000;12,00;10,91
Sup. Sirop;2,000;1,00;0,91
Telenn Du;2,000;15,00;12,50
Thème Alcool;1,000;9,50;7,92

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;10,000;70,50;58,75
Bières pression;84,000;545,80;454,83
Cocktails;13,000;91,50;77,99
happy hour;1,000;4,00;3,33
OFFRES;2,000;40,00;33,33
Planches;7,000;97,00;88,18
Softs;10,000;27,00;24,55
Vins;8,000;63,00;52,50

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;128,000;841,80;705,29
En-cas;7,000;97,00;88,18

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;135,000;135;938,80;793,47;0,00
