Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
29/08/2018 à 19:57;30/08/2018 à 00:03;

   Chiffre d'Affaires TTC;105,60 €   
   Chiffre d'Affaires HT;88,99 €   
   TVA Collecté;16,61 €   
   Total Marge HT;89,00 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;15   
   Nombre de produits vendus;20   
   Ticket moyen TTC;7,04 €   
   Nombre moyen de produits / Ticket;1,3   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;18;15,43 €   ;77,17;92,60 €   
TVA Vente 10%;10 %;2;1,18 €   ;11,82;13,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;105,60 €;0,00 €;105,60 €;15
;;;;
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanche neige PINTE;1,000;6,50;5,42
Cabotinage DEMI;5,000;17,50;14,58
Cabotinage PINTE;2,000;11,60;9,67
Cidre DEMI;1,000;4,50;3,75
Desperados;1,000;6,00;5,00
Felsgold PINTE;3,000;16,50;13,75
Féond;1,000;8,00;6,67
Le Spectacle;1,000;5,00;4,55
Mini Char;1,000;8,00;7,27
Uburu DEMI;2,000;9,00;7,50
Uburu PINTE;2,000;13,00;10,83

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;2,000;14,00;11,67
Bières pression;16,000;78,60;65,50
Cocktails;1,000;5,00;4,55
Planches;1,000;8,00;7,27

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;19,000;97,60;81,71
En-cas;1,000;8,00;7,27

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;20,000;20;105,60;88,99;0,00
