Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
06/09/2018 à 19:17;06/09/2018 à 23:23;

   Chiffre d'Affaires TTC;178,40 €   
   Chiffre d'Affaires HT;153,16 €   
   TVA Collecté;25,24 €   
   Total Marge HT;153,15 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;11   
   Nombre de produits vendus;35   
   Ticket moyen TTC;16,22 €   
   Nombre moyen de produits / Ticket;3,2   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;25;19,83 €   ;99,07;118,90 €   
TVA Vente 10%;10 %;10;5,41 €   ;54,09;59,50 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;178,40 €;0,00 €;178,40 €;11
;;;;
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanc VERRE;3,000;15,00;12,50
Cabotinage DEMI;1,000;3,50;2,92
Cabotinage PINTE;3,000;17,40;14,50
Eau Gazeuse/Plate;3,000;7,50;6,82
Felsgold HH;9,000;36,00;30,00
Jus Pomme;1,000;4,00;3,64
Mixte;2,000;30,00;27,27
Porto Melon;1,000;4,00;3,33
Sirop à l'eau;2,000;3,00;2,73
Sodas;1,000;4,00;3,64
Uburu DEMI;2,000;9,00;7,50
Uburu PINTE;4,000;26,00;21,67
Valpolicella Rouge VERRE;2,000;8,00;6,67
Végan;1,000;11,00;10,00

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières pression;10,000;55,90;46,58
Planches;4,000;45,00;40,61
Softs;7,000;18,50;16,82
Vins;5,000;23,00;19,17

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;31,000;133,40;112,57
En-cas;4,000;45,00;40,61

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;35,000;35;178,40;153,17;0,00
