Caisse du Jour
---------------------------------------------------------
Ouverture;Fermeture
20/09/2018 à 19:00;21/09/2018 à 02:01;

   Chiffre d'Affaires TTC;1195,90 €   
   Chiffre d'Affaires HT;1009,69 €   
   TVA Collecté;186,21 €   
   Total Marge HT;1009,62 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;122   
   Nombre de produits vendus;177   
   Ticket moyen TTC;9,80 €   
   Nombre moyen de produits / Ticket;1,5   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CA HT;CATTC
TVA Vente 20%;20 %;154;170,41 €   ;851,49;1021,90 €   
TVA Vente 10%;10 %;23;15,80 €   ;158,20;174,00 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;480,90 €;0,00 €;480,90 €;58
Carte Bancaire;715,00 €;0,00 €;715,00 €;64
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Blanc VERRE;3,000;9,00;7,50
Cabaret;2,000;16,00;13,33
Cabotinage DEMI;12,000;42,00;35,00
Cabotinage PINTE;48,000;278,40;232,00
Charcuterie;1,000;13,00;11,82
Cidre DEMI;4,000;18,00;15,00
Cidre PINTE;19,000;133,00;110,83
Desperados;1,000;6,50;5,42
Eau Gazeuse/Plate;1,000;2,50;2,27
Festival;3,000;24,00;21,82
Improvi'bar Soft;3,000;21,00;19,09
Jus Pomme;3,000;12,00;10,91
Lever de Rideau;2,000;15,00;12,50
Mini From;1,000;7,00;6,36
Mini Végan;1,000;7,00;6,36
Mixte;4,000;60,00;54,55
Oliphant DEMI;3,000;16,50;13,75
Oliphant HH;1,000;6,00;5,00
Oliphant PINTE;17,000;139,40;116,17
Patinoire;2,000;15,00;12,50
Pietra DEMI;2,000;13,00;10,83
Pietra HH;3,000;24,00;20,00
Pietra PINTE;9,000;88,20;73,50
Pineau des charentes;1,000;6,00;5,00
Shots 10;1,000;20,00;16,67
Shots 5;6,000;72,00;60,00
Sodas;5,000;20,00;18,18
Sphinx;3,000;13,50;11,25
Sphinx PINTE;7,000;50,40;42,00
Thème Alcool;2,000;19,00;15,83
Thème Soft;1,000;7,50;6,82
Valpolicella Rouge VERRE;6,000;21,00;17,50

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Bières bouteille;1,000;6,50;5,42
Bières pression;124,000;792,40;660,33
Cocktails;22,000;209,50;178,56
Planches;7,000;87,00;79,09
Softs;9,000;34,50;31,36
Vins;10,000;36,00;30,00

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;170,000;1108,90;930,67
En-cas;7,000;87,00;79,09

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;177,000;177;1195,90;1009,76;0,00
